geography,sex,age_group,disability_type,global_severity,labour_force_status,value
New Brunswick,Males,45 to 54 years,All disability types,Severe,Age standardized participation rate,63.6
New Brunswick,Males,45 to 54 years,All disability types,Very Severe,Total labour force,2510.0
New Brunswick,Males,45 to 54 years,All disability types,Very Severe,Not in labour force,1500.0
New Brunswick,Males,45 to 54 years,Mobility,Very Severe,Total labour force,2450.0
New Brunswick,Males,45 to 54 years,Mobility,Very Severe,Not in labour force,1500.0
New Brunswick,Males,45 to 54 years,Flexibility,Very Severe,Total labour force,2400.0
New Brunswick,Males,45 to 54 years,Flexibility,Very Severe,Not in labour force,1500.0
New Brunswick,Males,45 to 54 years,Pain,Mild,Total labour force,1220.0
New Brunswick,Males,45 to 54 years,Pain,Mild,Employed,1060.0
New Brunswick,Males,45 to 54 years,Pain,Mild,Participation rate,100.0
New Brunswick,Males,45 to 54 years,Pain,Mild,Age standardized participation rate,100.0
New Brunswick,Males,45 to 54 years,Pain,Mild,Employment Rate,86.9
New Brunswick,Males,45 to 54 years,Pain,Mild,Age standardized employment rate,86.4
New Brunswick,Males,45 to 54 years,Pain,Moderate,Total labour force,1210.0
New Brunswick,Males,45 to 54 years,Pain,Very Severe,Total labour force,2450.0
New Brunswick,Males,45 to 54 years,Pain,Very Severe,Not in labour force,1500.0
New Brunswick,Males,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,910.0
New Brunswick,Males,55 to 64 years,All disability types,Mild,Total labour force,2480.0
New Brunswick,Males,55 to 64 years,All disability types,Mild,Employed,710.0
New Brunswick,Males,55 to 64 years,All disability types,Mild,Participation rate,42.9
New Brunswick,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,42.8
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Total labour force,2820.0
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Not in labour force,1500.0
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Participation rate,45.1
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Age standardized participation rate,45.1
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Employment Rate,35.9
New Brunswick,Males,55 to 64 years,All disability types,Moderate,Age standardized employment rate,36.0
New Brunswick,Males,55 to 64 years,All disability types,Severe,Total labour force,2050.0
New Brunswick,Males,55 to 64 years,All disability types,Very Severe,Total labour force,3510.0
New Brunswick,Males,55 to 64 years,All disability types,Very Severe,Not in labour force,2370.0
New Brunswick,Males,55 to 64 years,All disability types,Very Severe,Participation rate,23.1
New Brunswick,Males,55 to 64 years,All disability types,Very Severe,Age standardized participation rate,22.9
New Brunswick,Males,55 to 64 years,Seeing,Very Severe,Total labour force,1180.0
New Brunswick,Males,55 to 64 years,Hearing,Very Severe,Total labour force,1410.0
New Brunswick,Males,55 to 64 years,Hearing,Very Severe,Not in labour force,1040.0
New Brunswick,Males,55 to 64 years,Mobility,Moderate,Total labour force,1590.0
New Brunswick,Males,55 to 64 years,Mobility,Very Severe,Total labour force,3470.0
New Brunswick,Males,55 to 64 years,Mobility,Very Severe,Not in labour force,2370.0
New Brunswick,Males,55 to 64 years,Mobility,Very Severe,Participation rate,23.1
New Brunswick,Males,55 to 64 years,Mobility,Very Severe,Age standardized participation rate,22.9
New Brunswick,Males,55 to 64 years,Flexibility,Moderate,Total labour force,2210.0
New Brunswick,Males,55 to 64 years,Flexibility,Severe,Total labour force,1590.0
New Brunswick,Males,55 to 64 years,Flexibility,Very Severe,Total labour force,3390.0
New Brunswick,Males,55 to 64 years,Flexibility,Very Severe,Not in labour force,2370.0
New Brunswick,Males,55 to 64 years,Dexterity,Very Severe,Total labour force,1870.0
New Brunswick,Males,55 to 64 years,Dexterity,Very Severe,Not in labour force,1450.0
New Brunswick,Males,55 to 64 years,Pain,Mild,Total labour force,590.0
New Brunswick,Males,55 to 64 years,Pain,Moderate,Total labour force,2080.0
New Brunswick,Males,55 to 64 years,Pain,Moderate,Participation rate,38.7
New Brunswick,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,38.8
New Brunswick,Males,55 to 64 years,Pain,Severe,Total labour force,1920.0
New Brunswick,Males,55 to 64 years,Pain,Very Severe,Total labour force,3510.0
New Brunswick,Males,55 to 64 years,Pain,Very Severe,Not in labour force,2370.0
New Brunswick,Males,55 to 64 years,Pain,Very Severe,Participation rate,23.1
New Brunswick,Males,55 to 64 years,Pain,Very Severe,Age standardized participation rate,22.9
New Brunswick,Males,55 to 64 years,Learning,Very Severe,Total labour force,1330.0
New Brunswick,Males,55 to 64 years,Memory,Very Severe,Total labour force,1180.0
New Brunswick,Males,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,2110.0
New Brunswick,Males,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,1530.0
New Brunswick,Females,15 to 24 years,All disability types,Mild,Total labour force,790.0
New Brunswick,Females,15 to 24 years,All disability types,Mild,Employed,270.0
New Brunswick,Females,15 to 24 years,All disability types,Mild,Not in labour force,270.0
New Brunswick,Females,15 to 24 years,All disability types,Mild,Participation rate,55.7
New Brunswick,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,55.3
New Brunswick,Females,15 to 24 years,All disability types,Mild,Employment Rate,44.3
New Brunswick,Females,15 to 24 years,All disability types,Mild,Age standardized employment rate,44.2
New Brunswick,Females,15 to 24 years,All disability types,Moderate,Total labour force,300.0
New Brunswick,Females,15 to 24 years,All disability types,Moderate,Participation rate,50.0
New Brunswick,Females,15 to 24 years,All disability types,Moderate,Age standardized participation rate,48.3
New Brunswick,Females,15 to 24 years,All disability types,Severe,Total labour force,290.0
New Brunswick,Females,15 to 24 years,All disability types,Severe,Not in labour force,230.0
New Brunswick,Females,15 to 24 years,All disability types,Very Severe,Total labour force,200.0
New Brunswick,Females,15 to 24 years,All disability types,Very Severe,Not in labour force,100.0
New Brunswick,Females,15 to 24 years,Pain,Mild,Total labour force,470.0
New Brunswick,Females,15 to 24 years,Pain,Mild,Participation rate,51.6
New Brunswick,Females,15 to 24 years,Pain,Mild,Age standardized participation rate,51.2
New Brunswick,Females,15 to 24 years,Pain,Very Severe,Total labour force,170.0
New Brunswick,Females,15 to 24 years,Learning,Severe,Total labour force,160.0
New Brunswick,Females,15 to 24 years,Learning,Very Severe,Total labour force,180.0
New Brunswick,Females,15 to 24 years,Learning,Very Severe,Not in labour force,100.0
New Brunswick,Females,15 to 24 years,Memory,Very Severe,Total labour force,100.0
New Brunswick,Females,15 to 24 years,Mental and/or psychological,Mild,Total labour force,110.0
New Brunswick,Females,15 to 24 years,Mental and/or psychological,Moderate,Total labour force,90.0
New Brunswick,Females,15 to 24 years,Mental and/or psychological,Severe,Total labour force,210.0
New Brunswick,Females,15 to 24 years,Mental and/or psychological,Very Severe,Total labour force,110.0
New Brunswick,Females,25 to 34 years,All disability types,Mild,Total labour force,1260.0
New Brunswick,Females,25 to 34 years,All disability types,Mild,Employed,860.0
New Brunswick,Females,25 to 34 years,All disability types,Mild,Participation rate,76.6
New Brunswick,Females,25 to 34 years,All disability types,Mild,Age standardized participation rate,76.9
New Brunswick,Females,25 to 34 years,All disability types,Mild,Employment Rate,69.4
New Brunswick,Females,25 to 34 years,All disability types,Mild,Age standardized employment rate,69.8
New Brunswick,Females,25 to 34 years,All disability types,Severe,Total labour force,980.0
New Brunswick,Females,25 to 34 years,Flexibility,Severe,Total labour force,660.0
New Brunswick,Females,25 to 34 years,Pain,Severe,Total labour force,840.0
New Brunswick,Females,35 to 44 years,All disability types,Mild,Total labour force,1530.0
New Brunswick,Females,35 to 44 years,All disability types,Mild,Employed,980.0
New Brunswick,Females,35 to 44 years,All disability types,Mild,Not in labour force,250.0
New Brunswick,Females,35 to 44 years,All disability types,Mild,Participation rate,84.3
New Brunswick,Females,35 to 44 years,All disability types,Mild,Age standardized participation rate,83.9
New Brunswick,Females,35 to 44 years,All disability types,Mild,Employment Rate,64.1
New Brunswick,Females,35 to 44 years,All disability types,Mild,Age standardized employment rate,64.0
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Total labour force,830.0
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Employed,440.0
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Participation rate,61.7
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Age standardized participation rate,61.8
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Employment Rate,54.3
New Brunswick,Females,35 to 44 years,All disability types,Moderate,Age standardized employment rate,54.8
New Brunswick,Females,35 to 44 years,All disability types,Severe,Total labour force,1170.0
New Brunswick,Females,35 to 44 years,All disability types,Severe,Employed,670.0
New Brunswick,Females,35 to 44 years,All disability types,Severe,Participation rate,70.2
New Brunswick,Females,35 to 44 years,All disability types,Severe,Age standardized participation rate,70.0
New Brunswick,Females,35 to 44 years,All disability types,Severe,Employment Rate,64.4
New Brunswick,Females,35 to 44 years,All disability types,Severe,Age standardized employment rate,64.1
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Total labour force,1920.0
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Not in labour force,830.0
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Participation rate,49.1
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Age standardized participation rate,49.2
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Employment Rate,44.2
New Brunswick,Females,35 to 44 years,All disability types,Very Severe,Age standardized employment rate,43.9
New Brunswick,Females,35 to 44 years,Mobility,Moderate,Total labour force,200.0
New Brunswick,Females,35 to 44 years,Mobility,Severe,Total labour force,540.0
New Brunswick,Females,35 to 44 years,Mobility,Severe,Employed,350.0
New Brunswick,Females,35 to 44 years,Mobility,Severe,Participation rate,88.1
New Brunswick,Females,35 to 44 years,Mobility,Severe,Age standardized participation rate,87.6
New Brunswick,Females,35 to 44 years,Mobility,Severe,Employment Rate,83.3
New Brunswick,Females,35 to 44 years,Mobility,Severe,Age standardized employment rate,82.7
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Total labour force,1750.0
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Not in labour force,810.0
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Participation rate,44.5
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Age standardized participation rate,44.6
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Employment Rate,38.4
New Brunswick,Females,35 to 44 years,Mobility,Very Severe,Age standardized employment rate,38.6
New Brunswick,Females,35 to 44 years,Flexibility,Moderate,Participation rate,96.8
New Brunswick,Females,35 to 44 years,Flexibility,Moderate,Age standardized participation rate,95.2
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Total labour force,680.0
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Employed,400.0
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Participation rate,69.7
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Age standardized participation rate,70.5
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Employment Rate,60.6
New Brunswick,Females,35 to 44 years,Flexibility,Severe,Age standardized employment rate,61.1
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Total labour force,1840.0
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Not in labour force,760.0
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Participation rate,51.0
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Age standardized participation rate,50.8
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Employment Rate,46.5
New Brunswick,Females,35 to 44 years,Flexibility,Very Severe,Age standardized employment rate,46.4
New Brunswick,Females,35 to 44 years,Pain,Mild,Total labour force,1080.0
New Brunswick,Females,35 to 44 years,Pain,Mild,Employed,630.0
New Brunswick,Females,35 to 44 years,Pain,Mild,Participation rate,87.0
New Brunswick,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,86.7
New Brunswick,Females,35 to 44 years,Pain,Mild,Employment Rate,58.3
New Brunswick,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,58.6
New Brunswick,Females,35 to 44 years,Pain,Moderate,Total labour force,490.0
New Brunswick,Females,35 to 44 years,Pain,Moderate,Employed,240.0
New Brunswick,Females,35 to 44 years,Pain,Moderate,Participation rate,57.4
New Brunswick,Females,35 to 44 years,Pain,Moderate,Age standardized participation rate,58.5
New Brunswick,Females,35 to 44 years,Pain,Moderate,Employment Rate,51.1
New Brunswick,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,52.3
New Brunswick,Females,35 to 44 years,Pain,Severe,Total labour force,1020.0
New Brunswick,Females,35 to 44 years,Pain,Severe,Employed,650.0
New Brunswick,Females,35 to 44 years,Pain,Severe,Participation rate,71.7
New Brunswick,Females,35 to 44 years,Pain,Severe,Age standardized participation rate,71.0
New Brunswick,Females,35 to 44 years,Pain,Severe,Employment Rate,65.7
New Brunswick,Females,35 to 44 years,Pain,Severe,Age standardized employment rate,64.9
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Total labour force,1750.0
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Not in labour force,730.0
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Participation rate,52.3
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Age standardized participation rate,52.6
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Employment Rate,47.1
New Brunswick,Females,35 to 44 years,Pain,Very Severe,Age standardized employment rate,46.9
New Brunswick,Females,35 to 44 years,Memory,Very Severe,Not in labour force,280.0
New Brunswick,Females,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,1580.0
New Brunswick,Females,35 to 44 years,Mental and/or psychological,Very Severe,Participation rate,48.9
New Brunswick,Females,35 to 44 years,Mental and/or psychological,Very Severe,Age standardized participation rate,49.0
New Brunswick,Females,35 to 44 years,Mental and/or psychological,Very Severe,Employment Rate,42.3
New Brunswick,Females,35 to 44 years,Mental and/or psychological,Very Severe,Age standardized employment rate,42.6
